0,5410fba308ad6ee3090e4ba2
1,5410fda608ad6ee3090e5354
2,5410ff7208ad6ee3090e5a53
3,5410fba208ad6ee3090e4b9c
4,5410f88308ad6ee3090e408d
5,5411059908ad6ee3090e70ee
6,541102af08ad6ee3090e6651
7,5410f7fd08ad6ee3090e3e60
8,5410f76508ad6ee3090e3c03
9,5410f91208ad6ee3090e41cf
10,541104c108ad6ee3090e6ddd
11,5411051808ad6ee3090e6f2b
12,5410fd5c08ad6ee3090e522d
13,5411036108ad6ee3090e68e1
14,5410f76608ad6ee3090e3c09
15,5411061f08ad6ee3090e7305
16,5410fa6308ad6ee3090e46d5
17,5410f91208ad6ee3090e41d9
18,5410f69308ad6ee3090e387a
19,5410fba308ad6ee3090e4ba3
20,5411036108ad6ee3090e68dc
21,5411077108ad6ee3090e77b3
22,5411076e08ad6ee3090e7781
23,541101b908ad6ee3090e6304
24,5411018908ad6ee3090e6256
25,5410fc0508ad6ee3090e4cef
26,5410f7fd08ad6ee3090e3e67
27,5411008808ad6ee3090e5e73
28,5411076f08ad6ee3090e7798
29,5410f6d008ad6ee3090e3998
30,5411054d08ad6ee3090e6fe3
31,5411047508ad6ee3090e6cbe
32,5411059a08ad6ee3090e70f8
33,5410fd1708ad6ee3090e514b
34,5411015608ad6ee3090e6171
35,5410f9f808ad6ee3090e4547
36,5410ffdb08ad6ee3090e5bb8
37,5411036108ad6ee3090e68e5
38,5411047808ad6ee3090e6ce1
39,5410f82f08ad6ee3090e3f2f
40,5410fb2e08ad6ee3090e49ce
41,5411018808ad6ee3090e6244
42,5410fb2f08ad6ee3090e49da
43,541101b908ad6ee3090e62f8
44,5410fab008ad6ee3090e47f0
45,5411047808ad6ee3090e6ce6
46,5410ffda08ad6ee3090e5baa
47,541106b708ad6ee3090e7536
48,541102b008ad6ee3090e6671
49,5410f69508ad6ee3090e3892
50,5411061f08ad6ee3090e72fc
51,541105e108ad6ee3090e7221
52,5410f76708ad6ee3090e3c1a
53,5410fa6508ad6ee3090e46f4
54,5410f6d008ad6ee3090e399c
55,5410fab108ad6ee3090e47f8
56,541104c108ad6ee3090e6dd7
57,5411076f08ad6ee3090e779a
58,5410f7fc08ad6ee3090e3e51
59,5410fe3d08ad6ee3090e55b0
60,541102b108ad6ee3090e6683
61,5410f76708ad6ee3090e3c1f
62,5411059808ad6ee3090e70dc
63,541105e008ad6ee3090e7216
64,5410f7fc08ad6ee3090e3e4e
65,5410f6d008ad6ee3090e3994
66,5410fb2f08ad6ee3090e49d7
67,5411076d08ad6ee3090e7774
68,5411031108ad6ee3090e67ed
69,541106b708ad6ee3090e752c
70,5410f76608ad6ee3090e3c16
71,5410fc0708ad6ee3090e4d18
72,5410fc6508ad6ee3090e4e9a
73,5410f7b508ad6ee3090e3d2a
74,5410fba308ad6ee3090e4baa
75,5411061e08ad6ee3090e72f7
76,5410fc0908ad6ee3090e4d43
77,5410fda608ad6ee3090e534e
78,5411031008ad6ee3090e67e0
79,5410fa6408ad6ee3090e46ee
80,5410f7b408ad6ee3090e3d16
81,5411018808ad6ee3090e623b
82,541106b708ad6ee3090e752e
83,541106b808ad6ee3090e753f
84,5411008708ad6ee3090e5e6a
85,5410f88208ad6ee3090e407b
86,5410fe3c08ad6ee3090e55a2
87,5411031108ad6ee3090e67f0
88,5410fa6308ad6ee3090e46dd
89,5410fc6708ad6ee3090e4eb4
90,541102af08ad6ee3090e6655
91,5410fda708ad6ee3090e5362
92,5411051608ad6ee3090e6f03
93,541105e008ad6ee3090e720c
94,5411051708ad6ee3090e6f1c
95,5411036108ad6ee3090e68eb
96,5411041208ad6ee3090e6b71
97,541106b808ad6ee3090e7546
